12-Tone Equal Temperament
Tuning 2 (Default: Harmonic Series)
Tuning 3 (Default: Carlos Harmonic Twelve Tone)
Tuning 4 (Default: Meantone Temperament)
Tuning 5 (Default: 1/4 Tone Equal Temperament)
Tuning 6 (Default: 19 Tone Equal Temperament)
Tuning 7 (Default: 31 Tone Equal Temperament)
Tuning 8 (Default: Pythagorean C)
Tuning 9 (Default: Just Intonation in A with 7-Limit Tritone at D#)
Tuning 10 (Default: 3-5 Lattice in A)
Tuning 11 (Default: 3-7 Lattice in A)
Tuning 12 (Default: Other Music 7-Limit Black Keys in C)
Tuning 13 (Default: Dan Schmidt Pelog/Slendro)
Tuning 14 (Default: Yamaha Just Major C)
Tuning 15 (Default: Yamaha Just Minor C)
Tuning 16 (Default: Harry Partch 11-Limit 43 Note Just Intonation)
Tuning 17 (Default: Arabic 12-Tone)
